Transaction ID,Date,Customer ID,Age,Quantity,Price per Unit,Total Amount,Year,Month,Day,Weekday,Weekend_Flag,Calculated_Total,Gender_Male,Product Category_Clothing,Product Category_Electronics,Age_Group_Young,Age_Group_Adult,Age_Group_Senior,Age_Group_Old,Holiday_Flag,Discount,Anomaly
1,2023-11-24,CUST001,34,3,50,150,2023,11,24,4,0,150,True,False,False,False,True,False,False,1,38,0
2,2023-02-27,CUST002,26,2,500,1000,2023,2,27,0,0,1000,False,True,False,True,False,False,False,0,28,0
3,2023-01-13,CUST003,50,1,30,30,2023,1,13,4,0,30,True,False,True,False,False,True,False,0,14,0
4,2023-05-21,CUST004,37,1,500,500,2023,5,21,6,1,500,True,True,False,False,True,False,False,0,7,0
5,2023-05-06,CUST005,30,2,50,100,2023,5,6,5,1,100,True,False,False,True,False,False,False,0,20,0
6,2023-04-25,CUST006,45,1,30,30,2023,4,25,1,0,30,False,False,False,False,True,False,False,0,38,0
7,2023-03-13,CUST007,46,2,25,50,2023,3,13,0,0,50,True,True,False,False,False,True,False,0,18,0
8,2023-02-22,CUST008,30,4,25,100,2023,2,22,2,0,100,True,False,True,True,False,False,False,0,22,0
9,2023-12-13,CUST009,63,2,300,600,2023,12,13,2,0,600,True,False,True,False,False,False,True,1,10,0
10,2023-10-07,CUST010,52,4,50,200,2023,10,7,5,1,200,False,True,False,False,False,True,False,1,10,0
11,2023-02-14,CUST011,23,2,50,100,2023,2,14,1,0,100,True,True,False,True,False,False,False,0,23,0
12,2023-10-30,CUST012,35,3,25,75,2023,10,30,0,0,75,True,False,False,False,True,False,False,1,35,0
13,2023-08-05,CUST013,22,3,500,1500,2023,8,5,5,1,1500,True,False,True,True,False,False,False,0,39,0
14,2023-01-17,CUST014,64,4,30,120,2023,1,17,1,0,120,True,True,False,False,False,False,True,0,23,0
15,2023-01-16,CUST015,42,4,500,2000,2023,1,16,0,0,2000,False,False,True,False,True,False,False,0,2,1
16,2023-02-17,CUST016,19,3,500,1500,2023,2,17,4,0,1500,True,True,False,True,False,False,False,0,21,0
17,2023-04-22,CUST017,27,4,25,100,2023,4,22,5,1,100,False,True,False,True,False,False,False,0,1,0
18,2023-04-30,CUST018,47,2,25,50,2023,4,30,6,1,50,False,False,True,False,False,True,False,0,23,0
19,2023-09-16,CUST019,62,2,25,50,2023,9,16,5,1,50,False,True,False,False,False,False,True,0,29,0
20,2023-11-05,CUST020,22,3,300,900,2023,11,5,6,1,900,True,True,False,True,False,False,False,1,37,0
21,2023-01-14,CUST021,50,1,500,500,2023,1,14,5,1,500,False,False,False,False,False,True,False,0,1,0
22,2023-10-15,CUST022,18,2,50,100,2023,10,15,6,1,100,True,True,False,False,False,False,False,1,20,0
23,2023-04-12,CUST023,35,4,30,120,2023,4,12,2,0,120,False,True,False,False,True,False,False,0,32,0
24,2023-11-29,CUST024,49,1,300,300,2023,11,29,2,0,300,False,True,False,False,False,True,False,1,11,0
25,2023-12-26,CUST025,64,1,50,50,2023,12,26,1,0,50,False,False,False,False,False,False,True,1,21,0
26,2023-10-07,CUST026,28,2,500,1000,2023,10,7,5,1,1000,False,False,True,True,False,False,False,1,24,0
27,2023-08-03,CUST027,38,2,25,50,2023,8,3,3,0,50,False,False,False,False,True,False,False,0,26,0
28,2023-04-23,CUST028,43,1,500,500,2023,4,23,6,1,500,False,False,False,False,True,False,False,0,27,0
29,2023-08-18,CUST029,42,1,30,30,2023,8,18,4,0,30,False,False,True,False,True,False,False,0,15,0
30,2023-10-29,CUST030,39,3,300,900,2023,10,29,6,1,900,False,False,False,False,True,False,False,1,14,0
31,2023-05-23,CUST031,44,4,300,1200,2023,5,23,1,0,1200,True,False,True,False,True,False,False,0,2,0
32,2023-01-04,CUST032,30,3,30,90,2023,1,4,2,0,90,True,False,False,True,False,False,False,0,36,0
33,2023-03-23,CUST033,50,2,50,100,2023,3,23,3,0,100,False,False,True,False,False,True,False,0,6,0
34,2023-12-24,CUST034,51,3,50,150,2023,12,24,6,1,150,False,True,False,False,False,True,False,1,20,0
35,2023-08-05,CUST035,58,3,300,900,2023,8,5,5,1,900,False,False,False,False,False,True,False,0,8,0
36,2023-06-24,CUST036,52,3,300,900,2023,6,24,5,1,900,True,False,False,False,False,True,False,0,38,0
37,2023-05-23,CUST037,18,3,25,75,2023,5,23,1,0,75,False,False,False,False,False,False,False,0,17,0
38,2023-03-21,CUST038,38,4,50,200,2023,3,21,1,0,200,True,False,False,False,True,False,False,0,3,0
39,2023-04-21,CUST039,23,4,30,120,2023,4,21,4,0,120,True,True,False,True,False,False,False,0,24,0
40,2023-06-22,CUST040,45,1,50,50,2023,6,22,3,0,50,True,False,False,False,True,False,False,0,13,0
41,2023-02-22,CUST041,34,2,25,50,2023,2,22,2,0,50,True,True,False,False,True,False,False,0,8,0
42,2023-02-17,CUST042,22,3,300,900,2023,2,17,4,0,900,True,True,False,True,False,False,False,0,25,0
43,2023-07-14,CUST043,48,1,300,300,2023,7,14,4,0,300,False,True,False,False,False,True,False,0,1,0
44,2023-02-19,CUST044,22,1,25,25,2023,2,19,6,1,25,False,True,False,True,False,False,False,0,19,0
45,2023-07-03,CUST045,55,1,30,30,2023,7,3,0,0,30,False,False,True,False,False,True,False,0,27,0
46,2023-06-26,CUST046,20,4,300,1200,2023,6,26,0,0,1200,False,False,True,True,False,False,False,0,6,0
47,2023-11-06,CUST047,40,3,500,1500,2023,11,6,0,0,1500,False,False,False,False,True,False,False,1,7,0
48,2023-05-16,CUST048,54,3,300,900,2023,5,16,1,0,900,True,False,True,False,False,True,False,0,34,0
49,2023-01-23,CUST049,54,2,500,1000,2023,1,23,0,0,1000,False,False,True,False,False,True,False,0,13,0
50,2023-08-24,CUST050,27,3,25,75,2023,8,24,3,0,75,False,False,False,True,False,False,False,0,16,0
51,2023-10-02,CUST051,27,3,25,75,2023,10,2,0,0,75,True,False,False,True,False,False,False,1,35,0
52,2023-03-05,CUST052,36,1,300,300,2023,3,5,6,1,300,False,False,False,False,True,False,False,0,39,0
53,2023-07-13,CUST053,34,2,50,100,2023,7,13,3,0,100,True,False,True,False,True,False,False,0,3,0
54,2023-02-10,CUST054,38,3,500,1500,2023,2,10,4,0,1500,False,False,True,False,True,False,False,0,1,0
55,2023-10-10,CUST055,31,4,30,120,2023,10,10,1,0,120,True,False,False,False,True,False,False,1,5,0
56,2023-05-31,CUST056,26,3,300,900,2023,5,31,2,0,900,False,True,False,True,False,False,False,0,3,0
57,2023-11-18,CUST057,63,1,30,30,2023,11,18,5,1,30,False,False,False,False,False,False,True,1,28,0
58,2023-11-13,CUST058,18,4,300,1200,2023,11,13,0,0,1200,True,True,False,False,False,False,False,1,17,1
59,2023-07-05,CUST059,62,1,50,50,2023,7,5,2,0,50,True,True,False,False,False,False,True,0,25,0
60,2023-10-23,CUST060,30,3,50,150,2023,10,23,0,0,150,True,False,False,True,False,False,False,1,33,0
61,2023-04-09,CUST061,21,4,50,200,2023,4,9,6,1,200,True,False,False,True,False,False,False,0,9,0
62,2023-12-27,CUST062,18,2,50,100,2023,12,27,2,0,100,True,False,False,False,False,False,False,1,35,0
63,2023-02-05,CUST063,57,2,25,50,2023,2,5,6,1,50,True,False,True,False,False,True,False,0,13,0
64,2023-01-24,CUST064,49,4,25,100,2023,1,24,1,0,100,True,True,False,False,False,True,False,0,30,0
65,2023-12-05,CUST065,51,4,500,2000,2023,12,5,1,0,2000,True,False,True,False,False,True,False,1,14,1
66,2023-04-27,CUST066,45,1,30,30,2023,4,27,3,0,30,False,False,True,False,True,False,False,0,7,0
67,2023-05-29,CUST067,48,4,300,1200,2023,5,29,0,0,1200,False,False,False,False,False,True,False,0,13,0
68,2023-02-10,CUST068,25,1,300,300,2023,2,10,4,0,300,True,False,True,True,False,False,False,0,22,0
69,2023-04-30,CUST069,56,3,25,75,2023,4,30,6,1,75,False,False,False,False,False,True,False,0,39,0
70,2023-02-21,CUST070,43,1,300,300,2023,2,21,1,0,300,False,True,False,False,True,False,False,0,20,0
71,2023-07-14,CUST071,51,4,25,100,2023,7,14,4,0,100,False,False,False,False,False,True,False,0,15,0
72,2023-05-23,CUST072,20,4,500,2000,2023,5,23,1,0,2000,False,False,True,True,False,False,False,0,17,0
73,2023-08-21,CUST073,29,3,30,90,2023,8,21,0,0,90,True,False,True,True,False,False,False,0,23,0
74,2023-11-22,CUST074,18,4,500,2000,2023,11,22,2,0,2000,False,False,False,False,False,False,False,1,25,1
75,2023-07-06,CUST075,61,4,50,200,2023,7,6,3,0,200,True,False,False,False,False,False,True,0,24,0
76,2023-03-25,CUST076,22,2,50,100,2023,3,25,5,1,100,False,False,True,True,False,False,False,0,40,0
77,2023-07-09,CUST077,47,2,50,100,2023,7,9,6,1,100,False,True,False,False,False,True,False,0,28,0
78,2023-07-01,CUST078,47,3,500,1500,2023,7,1,5,1,1500,False,True,False,False,False,True,False,0,14,0
79,2023-04-18,CUST079,34,1,300,300,2023,4,18,1,0,300,True,False,False,False,True,False,False,0,0,0
80,2023-12-10,CUST080,64,2,30,60,2023,12,10,6,1,60,False,True,False,False,False,False,True,1,24,0
81,2023-05-17,CUST081,40,1,50,50,2023,5,17,2,0,50,True,False,True,False,True,False,False,0,6,0
82,2023-12-26,CUST082,32,4,50,200,2023,12,26,1,0,200,False,False,False,False,True,False,False,1,8,0
83,2023-12-16,CUST083,54,2,50,100,2023,12,16,5,1,100,True,False,True,False,False,True,False,1,23,0
84,2023-11-28,CUST084,38,3,30,90,2023,11,28,1,0,90,False,False,True,False,True,False,False,1,0,0
85,2023-02-06,CUST085,31,3,50,150,2023,2,6,0,0,150,True,True,False,False,True,False,False,0,7,0
86,2023-11-08,CUST086,19,3,30,90,2023,11,8,2,0,90,True,False,False,True,False,False,False,1,23,0
87,2023-11-22,CUST087,28,2,50,100,2023,11,22,2,0,100,False,False,False,True,False,False,False,1,10,0
88,2023-03-29,CUST088,56,1,500,500,2023,3,29,2,0,500,True,True,False,False,False,True,False,0,16,0
89,2023-10-01,CUST089,55,4,500,2000,2023,10,1,6,1,2000,False,False,True,False,False,True,False,1,7,1
90,2023-05-06,CUST090,51,1,30,30,2023,5,6,5,1,30,False,False,True,False,False,True,False,0,34,0
91,2023-03-25,CUST091,55,1,500,500,2023,3,25,5,1,500,False,False,True,False,False,True,False,0,34,0
92,2023-08-25,CUST092,51,4,30,120,2023,8,25,4,0,120,False,False,True,False,False,True,False,0,32,0
93,2023-07-14,CUST093,35,4,500,2000,2023,7,14,4,0,2000,False,False,False,False,True,False,False,0,4,0
94,2023-05-19,CUST094,47,2,500,1000,2023,5,19,4,0,1000,False,False,False,False,False,True,False,0,38,0
95,2023-11-24,CUST095,32,2,30,60,2023,11,24,4,0,60,False,True,False,False,True,False,False,1,40,0
96,2023-12-19,CUST096,44,2,300,600,2023,12,19,1,0,600,False,True,False,False,True,False,False,1,27,0
97,2023-10-13,CUST097,51,2,500,1000,2023,10,13,4,0,1000,False,False,False,False,False,True,False,1,6,0
98,2023-04-23,CUST098,55,2,50,100,2023,4,23,6,1,100,False,False,False,False,False,True,False,0,8,0
99,2023-12-17,CUST099,50,4,300,1200,2023,12,17,6,1,1200,False,False,True,False,False,True,False,1,7,1
100,2023-06-16,CUST100,41,1,30,30,2023,6,16,4,0,30,True,False,True,False,True,False,False,0,11,0
101,2023-01-29,CUST101,32,2,300,600,2023,1,29,6,1,600,True,True,False,False,True,False,False,0,33,0
102,2023-04-28,CUST102,47,2,25,50,2023,4,28,4,0,50,False,False,False,False,False,True,False,0,32,0
103,2023-01-17,CUST103,59,1,25,25,2023,1,17,1,0,25,False,True,False,False,False,True,False,0,22,0
104,2023-06-11,CUST104,34,2,500,1000,2023,6,11,6,1,1000,False,False,False,False,True,False,False,0,23,0
105,2023-07-25,CUST105,22,1,500,500,2023,7,25,1,0,500,False,False,True,True,False,False,False,0,36,0
106,2023-05-18,CUST106,46,1,50,50,2023,5,18,3,0,50,False,True,False,False,False,True,False,0,34,0
107,2023-02-03,CUST107,21,4,300,1200,2023,2,3,4,0,1200,False,True,False,True,False,False,False,0,39,0
108,2023-04-19,CUST108,27,3,25,75,2023,4,19,2,0,75,False,False,False,True,False,False,False,0,21,0
109,2023-10-18,CUST109,34,4,500,2000,2023,10,18,2,0,2000,False,False,True,False,True,False,False,1,26,0
110,2023-06-11,CUST110,27,3,300,900,2023,6,11,6,1,900,True,True,False,True,False,False,False,0,34,0
111,2023-04-19,CUST111,34,3,500,1500,2023,4,19,2,0,1500,False,False,True,False,True,False,False,0,0,0
112,2023-12-02,CUST112,37,3,500,1500,2023,12,2,5,1,1500,True,True,False,False,True,False,False,1,34,0
113,2023-09-13,CUST113,41,2,25,50,2023,9,13,2,0,50,False,False,True,False,True,False,False,0,36,0
114,2023-07-22,CUST114,22,4,25,100,2023,7,22,5,1,100,False,False,False,True,False,False,False,0,13,0
115,2023-11-26,CUST115,51,3,500,1500,2023,11,26,6,1,1500,True,True,False,False,False,True,False,1,2,1
116,2023-08-23,CUST116,23,1,30,30,2023,8,23,2,0,30,False,True,False,True,False,False,False,0,0,0
117,2023-03-15,CUST117,19,2,500,1000,2023,3,15,2,0,1000,True,False,True,True,False,False,False,0,4,0
118,2023-05-16,CUST118,30,4,500,2000,2023,5,16,1,0,2000,False,False,True,True,False,False,False,0,25,0
119,2023-03-13,CUST119,60,3,50,150,2023,3,13,0,0,150,False,True,False,False,False,True,False,0,13,0
120,2023-05-07,CUST120,60,1,50,50,2023,5,7,6,1,50,True,False,False,False,False,True,False,0,38,0
121,2023-10-15,CUST121,28,4,50,200,2023,10,15,6,1,200,False,False,True,True,False,False,False,1,26,0
122,2023-10-03,CUST122,64,4,30,120,2023,10,3,1,0,120,True,False,True,False,False,False,True,1,8,0
123,2023-05-15,CUST123,40,2,30,60,2023,5,15,0,0,60,False,False,True,False,True,False,False,0,14,0
124,2023-10-27,CUST124,33,4,500,2000,2023,10,27,4,0,2000,True,True,False,False,True,False,False,1,14,0
125,2023-08-08,CUST125,48,2,50,100,2023,8,8,1,0,100,True,True,False,False,False,True,False,0,25,0
126,2023-10-26,CUST126,28,3,30,90,2023,10,26,3,0,90,False,True,False,True,False,False,False,1,12,0
127,2023-07-24,CUST127,33,2,25,50,2023,7,24,0,0,50,False,True,False,False,True,False,False,0,31,0
128,2023-07-05,CUST128,25,1,500,500,2023,7,5,2,0,500,True,False,False,True,False,False,False,0,38,0
129,2023-04-23,CUST129,21,2,300,600,2023,4,23,6,1,600,False,False,False,True,False,False,False,0,31,0
130,2023-03-12,CUST130,57,1,500,500,2023,3,12,6,1,500,False,True,False,False,False,True,False,0,3,0
131,2023-09-18,CUST131,21,2,300,600,2023,9,18,0,0,600,False,False,False,True,False,False,False,0,29,0
132,2023-09-10,CUST132,42,4,50,200,2023,9,10,6,1,200,True,False,True,False,True,False,False,0,36,0
133,2023-02-16,CUST133,20,3,300,900,2023,2,16,3,0,900,True,False,True,True,False,False,False,0,22,0
134,2023-01-25,CUST134,49,1,50,50,2023,1,25,2,0,50,True,False,True,False,False,True,False,0,38,0
135,2023-02-26,CUST135,20,2,25,50,2023,2,26,6,1,50,True,True,False,True,False,False,False,0,14,0
136,2023-03-20,CUST136,44,2,300,600,2023,3,20,0,0,600,True,False,True,False,True,False,False,0,28,0
137,2023-11-18,CUST137,46,2,500,1000,2023,11,18,5,1,1000,True,False,False,False,False,True,False,1,35,0
138,2023-03-23,CUST138,49,4,50,200,2023,3,23,3,0,200,True,True,False,False,False,True,False,0,12,0
139,2023-12-15,CUST139,36,4,500,2000,2023,12,15,4,0,2000,True,False,False,False,True,False,False,1,31,1
140,2023-08-05,CUST140,38,1,30,30,2023,8,5,5,1,30,True,False,True,False,True,False,False,0,6,0
141,2023-11-02,CUST141,22,1,50,50,2023,11,2,3,0,50,False,False,True,True,False,False,False,1,21,0
142,2023-02-02,CUST142,35,4,300,1200,2023,2,2,3,0,1200,True,False,True,False,True,False,False,0,27,0
143,2023-07-17,CUST143,45,1,50,50,2023,7,17,0,0,50,False,True,False,False,True,False,False,0,1,0
144,2023-07-15,CUST144,59,3,500,1500,2023,7,15,5,1,1500,False,False,False,False,False,True,False,0,5,0
145,2023-11-02,CUST145,39,3,25,75,2023,11,2,3,0,75,False,True,False,False,True,False,False,1,27,0
146,2023-08-28,CUST146,38,4,50,200,2023,8,28,0,0,200,True,True,False,False,True,False,False,0,27,0
147,2023-09-28,CUST147,23,1,300,300,2023,9,28,3,0,300,True,False,True,True,False,False,False,0,19,0
148,2023-05-09,CUST148,18,2,30,60,2023,5,9,1,0,60,True,True,False,False,False,False,False,0,29,0
149,2023-10-11,CUST149,22,3,25,75,2023,10,11,2,0,75,True,True,False,True,False,False,False,1,10,0
150,2023-01-06,CUST150,58,4,30,120,2023,1,6,4,0,120,False,False,True,False,False,True,False,0,27,0
151,2023-12-15,CUST151,29,1,50,50,2023,12,15,4,0,50,True,True,False,True,False,False,False,1,24,0
152,2023-02-28,CUST152,43,4,500,2000,2023,2,28,1,0,2000,True,False,True,False,True,False,False,0,38,0
153,2023-12-16,CUST153,63,2,500,1000,2023,12,16,5,1,1000,True,False,True,False,False,False,True,1,32,1
154,2023-10-02,CUST154,51,3,300,900,2023,10,2,0,0,900,True,False,True,False,False,True,False,1,0,0
155,2023-05-17,CUST155,31,4,500,2000,2023,5,17,2,0,2000,True,False,True,False,True,False,False,0,26,0
156,2023-11-25,CUST156,43,4,25,100,2023,11,25,5,1,100,False,True,False,False,True,False,False,1,12,0
157,2023-06-24,CUST157,62,4,500,2000,2023,6,24,5,1,2000,True,False,True,False,False,False,True,0,40,0
158,2023-02-27,CUST158,44,2,300,600,2023,2,27,0,0,600,False,False,True,False,True,False,False,0,2,0
159,2023-05-31,CUST159,26,4,50,200,2023,5,31,2,0,200,True,True,False,True,False,False,False,0,38,0
160,2023-08-11,CUST160,43,2,50,100,2023,8,11,4,0,100,False,True,False,False,True,False,False,0,5,0
161,2023-03-22,CUST161,64,2,500,1000,2023,3,22,2,0,1000,True,False,False,False,False,False,True,0,7,0
162,2023-08-21,CUST162,39,2,30,60,2023,8,21,0,0,60,True,True,False,False,True,False,False,0,26,0
163,2023-01-02,CUST163,64,3,50,150,2023,1,2,0,0,150,False,True,False,False,False,False,True,0,8,0
164,2023-05-15,CUST164,47,3,500,1500,2023,5,15,0,0,1500,False,False,False,False,False,True,False,0,36,0
165,2023-09-14,CUST165,60,4,300,1200,2023,9,14,3,0,1200,False,True,False,False,False,True,False,0,32,0
166,2023-04-02,CUST166,34,4,500,2000,2023,4,2,6,1,2000,True,True,False,False,True,False,False,0,23,0
167,2023-09-17,CUST167,43,3,50,150,2023,9,17,6,1,150,False,True,False,False,True,False,False,0,14,0
168,2023-02-24,CUST168,53,1,300,300,2023,2,24,4,0,300,True,True,False,False,False,True,False,0,31,0
169,2023-11-17,CUST169,18,3,500,1500,2023,11,17,4,0,1500,True,False,False,False,False,False,False,1,31,0
170,2023-06-02,CUST170,25,2,25,50,2023,6,2,4,0,50,False,True,False,True,False,False,False,0,23,0
171,2023-11-24,CUST171,52,3,300,900,2023,11,24,4,0,900,False,True,False,False,False,True,False,1,40,0
172,2023-09-17,CUST172,32,2,25,50,2023,9,17,6,1,50,True,False,False,False,True,False,False,0,11,0
173,2023-11-08,CUST173,64,4,30,120,2023,11,8,2,0,120,True,False,True,False,False,False,True,1,38,0
174,2023-04-12,CUST174,39,1,300,300,2023,4,12,2,0,300,False,False,False,False,True,False,False,0,1,0
175,2023-03-20,CUST175,31,4,25,100,2023,3,20,0,0,100,False,False,True,False,True,False,False,0,2,0
176,2023-07-11,CUST176,43,2,50,100,2023,7,11,1,0,100,False,False,False,False,True,False,False,0,36,0
177,2023-03-24,CUST177,45,2,50,100,2023,3,24,4,0,100,True,False,False,False,True,False,False,0,16,0
178,2023-10-04,CUST178,40,2,30,60,2023,10,4,2,0,60,True,True,False,False,True,False,False,1,1,0
179,2023-09-29,CUST179,31,1,300,300,2023,9,29,4,0,300,True,False,True,False,True,False,False,0,1,0
180,2023-01-01,CUST180,41,3,300,900,2023,1,1,6,1,900,True,True,False,False,True,False,False,0,27,0
181,2023-11-03,CUST181,19,4,300,1200,2023,11,3,4,0,1200,True,False,True,True,False,False,False,1,22,0
182,2023-06-15,CUST182,62,4,30,120,2023,6,15,3,0,120,True,False,False,False,False,False,True,0,36,0
183,2023-09-08,CUST183,43,3,300,900,2023,9,8,4,0,900,False,False,False,False,True,False,False,0,31,0
184,2023-01-10,CUST184,31,4,50,200,2023,1,10,1,0,200,True,False,True,False,True,False,False,0,32,0
185,2023-02-27,CUST185,24,1,25,25,2023,2,27,0,0,25,True,True,False,True,False,False,False,0,0,0
186,2023-07-05,CUST186,20,4,50,200,2023,7,5,2,0,200,True,True,False,True,False,False,False,0,18,0
187,2023-06-07,CUST187,64,2,50,100,2023,6,7,2,0,100,False,True,False,False,False,False,True,0,1,0
188,2023-05-03,CUST188,40,3,25,75,2023,5,3,2,0,75,True,True,False,False,True,False,False,0,25,0
189,2023-01-30,CUST189,63,1,50,50,2023,1,30,0,0,50,True,False,False,False,False,False,True,0,31,0
190,2023-05-04,CUST190,60,3,30,90,2023,5,4,3,0,90,False,False,False,False,False,True,False,0,5,0
191,2023-10-18,CUST191,64,1,25,25,2023,10,18,2,0,25,True,False,False,False,False,False,True,1,31,0
192,2023-02-10,CUST192,62,2,50,100,2023,2,10,4,0,100,True,False,False,False,False,False,True,0,3,0
193,2023-02-13,CUST193,35,3,500,1500,2023,2,13,0,0,1500,True,False,False,False,True,False,False,0,10,0
194,2023-09-06,CUST194,55,4,50,200,2023,9,6,2,0,200,True,True,False,False,False,True,False,0,16,0
195,2023-02-05,CUST195,52,1,30,30,2023,2,5,6,1,30,True,True,False,False,False,True,False,0,37,0
196,2023-09-30,CUST196,32,3,300,900,2023,9,30,5,1,900,False,True,False,False,True,False,False,0,23,0
197,2023-03-06,CUST197,42,4,50,200,2023,3,6,0,0,200,False,True,False,False,True,False,False,0,4,0
198,2023-03-07,CUST198,54,3,300,900,2023,3,7,1,0,900,False,False,False,False,False,True,False,0,33,0
