Transaction ID,Date,Customer ID,Age,Quantity,Price per Unit,Total Amount,Year,Month,Day,Weekday,Weekend_Flag,Calculated_Total,Gender_Male,Product Category_Clothing,Product Category_Electronics,Age_Group_Young,Age_Group_Adult,Age_Group_Senior,Age_Group_Old,Holiday_Flag,Discount,Anomaly
199,2023-12-04,CUST199,45,3,500,1500,2023,12,4,0,0,1500,True,False,False,False,True,False,False,1,5,1
200,2023-09-01,CUST200,27,3,50,150,2023,9,1,4,0,150,True,False,False,True,False,False,False,0,21,0
201,2023-10-09,CUST201,56,1,25,25,2023,10,9,0,0,25,True,False,True,False,False,True,False,1,10,0
202,2023-03-26,CUST202,34,4,300,1200,2023,3,26,6,1,1200,False,True,False,False,True,False,False,0,15,0
203,2023-05-16,CUST203,56,2,500,1000,2023,5,16,1,0,1000,True,True,False,False,False,True,False,0,32,0
204,2023-09-28,CUST204,39,1,25,25,2023,9,28,3,0,25,True,False,False,False,True,False,False,0,8,0
205,2023-11-07,CUST205,43,1,25,25,2023,11,7,1,0,25,False,True,False,False,True,False,False,1,5,0
206,2023-08-05,CUST206,61,1,25,25,2023,8,5,5,1,25,True,True,False,False,False,False,True,0,15,0
207,2023-04-19,CUST207,42,2,25,50,2023,4,19,2,0,50,False,False,False,False,True,False,False,0,28,0
208,2023-10-04,CUST208,34,4,50,200,2023,10,4,2,0,200,False,False,True,False,True,False,False,1,2,0
209,2023-12-20,CUST209,30,4,50,200,2023,12,20,2,0,200,False,False,True,True,False,False,False,1,19,0
210,2023-04-13,CUST210,37,4,50,200,2023,4,13,3,0,200,True,False,True,False,True,False,False,0,35,0
211,2024-01-01,CUST211,42,3,500,1500,2024,1,1,0,0,1500,True,False,False,False,True,False,False,0,18,0
212,2023-06-09,CUST212,21,3,500,1500,2023,6,9,4,0,1500,True,True,False,True,False,False,False,0,25,0
213,2023-07-24,CUST213,27,3,500,1500,2023,7,24,0,0,1500,True,False,False,True,False,False,False,0,2,0
214,2023-12-10,CUST214,20,2,30,60,2023,12,10,6,1,60,True,False,False,True,False,False,False,1,18,0
215,2023-11-29,CUST215,58,3,500,1500,2023,11,29,2,0,1500,True,True,False,False,False,True,False,1,19,0
216,2023-07-11,CUST216,62,2,50,100,2023,7,11,1,0,100,True,False,True,False,False,False,True,0,31,0
217,2023-08-13,CUST217,35,4,50,200,2023,8,13,6,1,200,False,False,True,False,True,False,False,0,6,0
218,2023-09-22,CUST218,64,3,30,90,2023,9,22,4,0,90,True,False,False,False,False,False,True,0,40,0
219,2023-08-20,CUST219,53,3,30,90,2023,8,20,6,1,90,False,False,True,False,False,True,False,0,32,0
220,2023-03-03,CUST220,64,1,500,500,2023,3,3,4,0,500,True,False,False,False,False,False,True,0,39,0
221,2023-05-07,CUST221,39,2,300,600,2023,5,7,6,1,600,True,False,False,False,True,False,False,0,38,0
222,2023-04-26,CUST222,51,4,30,120,2023,4,26,2,0,120,True,True,False,False,False,True,False,0,17,0
223,2023-02-02,CUST223,64,1,25,25,2023,2,2,3,0,25,False,True,False,False,False,False,True,0,39,0
224,2023-06-23,CUST224,25,1,50,50,2023,6,23,4,0,50,False,True,False,True,False,False,False,0,0,0
225,2023-01-11,CUST225,57,4,25,100,2023,1,11,2,0,100,False,False,False,False,False,True,False,0,10,0
226,2023-10-29,CUST226,61,1,50,50,2023,10,29,6,1,50,False,True,False,False,False,False,True,1,27,0
227,2023-10-11,CUST227,36,2,50,100,2023,10,11,2,0,100,True,False,True,False,True,False,False,1,24,0
228,2023-04-28,CUST228,59,2,30,60,2023,4,28,4,0,60,False,False,True,False,False,True,False,0,22,0
229,2023-10-29,CUST229,58,3,30,90,2023,10,29,6,1,90,True,False,False,False,False,True,False,1,30,0
230,2023-04-23,CUST230,54,1,25,25,2023,4,23,6,1,25,True,False,False,False,False,True,False,0,29,0
231,2023-01-04,CUST231,23,3,50,150,2023,1,4,2,0,150,False,True,False,True,False,False,False,0,34,0
232,2023-02-06,CUST232,43,1,25,25,2023,2,6,0,0,25,False,False,False,False,True,False,False,0,6,0
233,2023-12-29,CUST233,51,2,300,600,2023,12,29,4,0,600,False,False,False,False,False,True,False,1,15,0
234,2023-11-20,CUST234,62,2,25,50,2023,11,20,0,0,50,False,False,True,False,False,False,True,1,25,0
235,2023-01-31,CUST235,23,2,500,1000,2023,1,31,1,0,1000,False,False,True,True,False,False,False,0,1,0
236,2023-04-28,CUST236,54,1,25,25,2023,4,28,4,0,25,False,True,False,False,False,True,False,0,0,0
237,2023-02-04,CUST237,50,2,500,1000,2023,2,4,5,1,1000,False,False,False,False,False,True,False,0,11,0
238,2023-01-17,CUST238,39,1,500,500,2023,1,17,1,0,500,False,False,False,False,True,False,False,0,4,0
239,2023-06-19,CUST239,38,3,500,1500,2023,6,19,0,0,1500,True,False,True,False,True,False,False,0,36,0
240,2023-02-06,CUST240,23,1,300,300,2023,2,6,0,0,300,False,False,False,True,False,False,False,0,31,0
241,2023-09-21,CUST241,23,3,25,75,2023,9,21,3,0,75,False,False,True,True,False,False,False,0,8,0
242,2023-05-02,CUST242,21,1,25,25,2023,5,2,1,0,25,True,True,False,True,False,False,False,0,40,0
243,2023-05-23,CUST243,47,3,300,900,2023,5,23,1,0,900,False,False,True,False,False,True,False,0,34,0
244,2023-12-09,CUST244,28,2,50,100,2023,12,9,5,1,100,True,False,False,True,False,False,False,1,18,0
245,2023-09-06,CUST245,47,3,30,90,2023,9,6,2,0,90,True,True,False,False,False,True,False,0,15,0
246,2023-04-20,CUST246,48,2,25,50,2023,4,20,3,0,50,False,False,True,False,False,True,False,0,2,0
247,2023-10-04,CUST247,41,2,30,60,2023,10,4,2,0,60,True,False,True,False,True,False,False,1,19,0
248,2023-03-09,CUST248,26,3,300,900,2023,3,9,3,0,900,True,True,False,True,False,False,False,0,23,0
249,2023-10-20,CUST249,20,1,50,50,2023,10,20,4,0,50,True,True,False,True,False,False,False,1,32,0
250,2023-10-23,CUST250,48,1,50,50,2023,10,23,0,0,50,True,False,True,False,False,True,False,1,23,0
251,2023-08-31,CUST251,57,4,50,200,2023,8,31,3,0,200,False,False,False,False,False,True,False,0,10,0
252,2023-05-05,CUST252,54,1,300,300,2023,5,5,4,0,300,True,False,True,False,False,True,False,0,7,0
253,2023-08-31,CUST253,53,4,500,2000,2023,8,31,3,0,2000,False,True,False,False,False,True,False,0,35,0
254,2023-07-28,CUST254,41,1,500,500,2023,7,28,4,0,500,True,False,True,False,True,False,False,0,37,0
255,2023-04-08,CUST255,48,1,30,30,2023,4,8,5,1,30,True,True,False,False,False,True,False,0,39,0
256,2023-02-18,CUST256,23,2,500,1000,2023,2,18,5,1,1000,True,True,False,True,False,False,False,0,19,0
257,2023-02-19,CUST257,19,4,500,2000,2023,2,19,6,1,2000,True,False,False,True,False,False,False,0,34,1
258,2023-12-04,CUST258,37,1,50,50,2023,12,4,0,0,50,False,True,False,False,True,False,False,1,24,0
259,2023-08-09,CUST259,45,4,50,200,2023,8,9,2,0,200,False,True,False,False,True,False,False,0,34,0
260,2023-07-01,CUST260,28,2,30,60,2023,7,1,5,1,60,True,False,False,True,False,False,False,0,24,0
261,2023-08-05,CUST261,21,2,25,50,2023,8,5,5,1,50,True,True,False,True,False,False,False,0,28,0
262,2023-07-30,CUST262,32,4,30,120,2023,7,30,6,1,120,False,False,False,False,True,False,False,0,17,0
263,2023-08-28,CUST263,23,2,30,60,2023,8,28,0,0,60,True,False,False,True,False,False,False,0,17,0
264,2023-01-28,CUST264,47,3,300,900,2023,1,28,5,1,900,True,True,False,False,False,True,False,0,1,0
265,2023-12-11,CUST265,55,3,300,900,2023,12,11,0,0,900,True,True,False,False,False,True,False,1,34,0
266,2023-12-01,CUST266,19,2,30,60,2023,12,1,4,0,60,False,False,True,True,False,False,False,1,15,0
267,2023-11-27,CUST267,32,3,30,90,2023,11,27,0,0,90,False,False,False,False,True,False,False,1,40,0
268,2023-02-20,CUST268,28,1,30,30,2023,2,20,0,0,30,False,False,True,True,False,False,False,0,35,0
269,2023-02-01,CUST269,25,4,500,2000,2023,2,1,2,0,2000,True,True,False,True,False,False,False,0,32,0
270,2023-07-26,CUST270,43,1,300,300,2023,7,26,2,0,300,True,False,True,False,True,False,False,0,3,0
271,2023-06-23,CUST271,62,4,30,120,2023,6,23,4,0,120,False,False,False,False,False,False,True,0,32,0
272,2023-02-25,CUST272,61,2,50,100,2023,2,25,5,1,100,False,False,True,False,False,False,True,0,13,0
273,2023-05-08,CUST273,22,1,50,50,2023,5,8,0,0,50,False,False,False,True,False,False,False,0,20,0
274,2023-04-09,CUST274,23,2,500,1000,2023,4,9,6,1,1000,False,True,False,True,False,False,False,0,19,0
275,2023-04-08,CUST275,43,2,500,1000,2023,4,8,5,1,1000,True,True,False,False,True,False,False,0,7,0
276,2023-10-02,CUST276,21,4,25,100,2023,10,2,0,0,100,False,False,False,True,False,False,False,1,6,0
277,2023-08-18,CUST277,36,4,25,100,2023,8,18,4,0,100,True,True,False,False,True,False,False,0,2,0
278,2023-03-13,CUST278,37,4,25,100,2023,3,13,0,0,100,False,True,False,False,True,False,False,0,16,0
279,2023-08-05,CUST279,50,1,500,500,2023,8,5,5,1,500,True,True,False,False,False,True,False,0,32,0
280,2023-04-04,CUST280,37,3,500,1500,2023,4,4,1,0,1500,False,True,False,False,True,False,False,0,11,0
281,2023-05-23,CUST281,29,4,500,2000,2023,5,23,1,0,2000,False,False,False,True,False,False,False,0,21,0
282,2023-08-25,CUST282,64,4,50,200,2023,8,25,4,0,200,False,False,True,False,False,False,True,0,21,0
283,2023-05-08,CUST283,18,1,500,500,2023,5,8,0,0,500,False,False,True,False,False,False,False,0,29,0
284,2023-02-08,CUST284,43,4,50,200,2023,2,8,2,0,200,True,True,False,False,True,False,False,0,37,0
285,2023-08-15,CUST285,31,1,25,25,2023,8,15,1,0,25,False,False,True,False,True,False,False,0,37,0
286,2023-10-09,CUST286,55,2,25,50,2023,10,9,0,0,50,True,False,True,False,False,True,False,1,7,0
287,2023-02-20,CUST287,54,4,25,100,2023,2,20,0,0,100,True,True,False,False,False,True,False,0,26,0
288,2023-01-26,CUST288,28,4,30,120,2023,1,26,3,0,120,True,True,False,True,False,False,False,0,26,0
289,2023-11-30,CUST289,53,2,30,60,2023,11,30,3,0,60,True,False,True,False,False,True,False,1,33,0
290,2023-10-04,CUST290,30,2,300,600,2023,10,4,2,0,600,False,False,False,True,False,False,False,1,20,0
291,2023-01-08,CUST291,60,2,300,600,2023,1,8,6,1,600,True,True,False,False,False,True,False,0,29,0
292,2023-02-17,CUST292,20,4,300,1200,2023,2,17,4,0,1200,True,False,False,True,False,False,False,0,32,0
293,2023-05-02,CUST293,50,3,30,90,2023,5,2,1,0,90,True,False,True,False,False,True,False,0,27,0
294,2023-03-27,CUST294,23,3,30,90,2023,3,27,0,0,90,False,True,False,True,False,False,False,0,32,0
295,2023-07-28,CUST295,27,3,300,900,2023,7,28,4,0,900,False,False,False,True,False,False,False,0,4,0
296,2023-09-06,CUST296,22,4,300,1200,2023,9,6,2,0,1200,False,True,False,True,False,False,False,0,18,0
297,2023-09-04,CUST297,40,2,500,1000,2023,9,4,0,0,1000,False,False,True,False,True,False,False,0,3,0
298,2023-04-20,CUST298,27,4,300,1200,2023,4,20,3,0,1200,True,False,False,True,False,False,False,0,34,0
299,2023-07-25,CUST299,61,2,500,1000,2023,7,25,1,0,1000,True,False,True,False,False,False,True,0,16,0
300,2023-01-31,CUST300,19,4,50,200,2023,1,31,1,0,200,False,False,True,True,False,False,False,0,27,0
301,2023-03-26,CUST301,30,4,30,120,2023,3,26,6,1,120,True,True,False,True,False,False,False,0,29,0
302,2023-07-14,CUST302,57,2,300,600,2023,7,14,4,0,600,True,False,False,False,False,True,False,0,28,0
303,2023-01-02,CUST303,19,3,30,90,2023,1,2,0,0,90,True,False,True,True,False,False,False,0,5,0
304,2023-07-19,CUST304,37,2,30,60,2023,7,19,2,0,60,False,False,True,False,True,False,False,0,34,0
305,2023-05-16,CUST305,18,1,30,30,2023,5,16,1,0,30,False,False,False,False,False,False,False,0,40,0
306,2023-08-21,CUST306,54,1,50,50,2023,8,21,0,0,50,True,False,True,False,False,True,False,0,36,0
307,2023-05-27,CUST307,26,2,25,50,2023,5,27,5,1,50,False,False,True,True,False,False,False,0,23,0
308,2023-08-05,CUST308,34,4,300,1200,2023,8,5,5,1,1200,False,False,False,False,True,False,False,0,28,0
309,2023-12-23,CUST309,26,1,25,25,2023,12,23,5,1,25,False,False,False,True,False,False,False,1,30,0
310,2023-10-12,CUST310,28,1,25,25,2023,10,12,3,0,25,False,False,False,True,False,False,False,1,34,0
311,2023-12-05,CUST311,32,4,25,100,2023,12,5,1,0,100,False,False,False,False,True,False,False,1,32,0
312,2023-09-07,CUST312,41,4,30,120,2023,9,7,3,0,120,True,True,False,False,True,False,False,0,20,0
313,2023-03-21,CUST313,55,3,500,1500,2023,3,21,1,0,1500,False,False,False,False,False,True,False,0,31,0
314,2023-04-08,CUST314,52,4,30,120,2023,4,8,5,1,120,True,True,False,False,False,True,False,0,22,0
315,2023-06-01,CUST315,47,2,30,60,2023,6,1,3,0,60,True,True,False,False,False,True,False,0,32,0
316,2023-04-22,CUST316,48,2,25,50,2023,4,22,5,1,50,False,True,False,False,False,True,False,0,2,0
317,2023-01-30,CUST317,22,3,30,90,2023,1,30,0,0,90,True,False,True,True,False,False,False,0,17,0
318,2023-10-24,CUST318,61,1,25,25,2023,10,24,1,0,25,True,True,False,False,False,False,True,1,24,0
319,2023-10-05,CUST319,31,1,500,500,2023,10,5,3,0,500,True,True,False,False,True,False,False,1,30,0
320,2023-02-01,CUST320,28,4,300,1200,2023,2,1,2,0,1200,False,False,True,True,False,False,False,0,2,0
321,2023-06-10,CUST321,26,2,25,50,2023,6,10,5,1,50,False,False,True,True,False,False,False,0,39,0
322,2023-01-30,CUST322,51,1,500,500,2023,1,30,0,0,500,True,False,True,False,False,True,False,0,23,0
323,2023-01-26,CUST323,29,3,300,900,2023,1,26,3,0,900,False,False,False,True,False,False,False,0,31,0
324,2023-10-27,CUST324,52,3,50,150,2023,10,27,4,0,150,False,False,True,False,False,True,False,1,21,0
325,2023-09-02,CUST325,52,2,25,50,2023,9,2,5,1,50,False,False,True,False,False,True,False,0,22,0
326,2023-09-15,CUST326,18,3,25,75,2023,9,15,4,0,75,False,True,False,False,False,False,False,0,1,0
327,2023-09-29,CUST327,57,3,50,150,2023,9,29,4,0,150,True,False,True,False,False,True,False,0,26,0
328,2023-03-22,CUST328,39,2,50,100,2023,3,22,2,0,100,True,False,False,False,True,False,False,0,1,0
329,2023-01-30,CUST329,46,4,25,100,2023,1,30,0,0,100,False,False,True,False,False,True,False,0,25,0
330,2023-09-18,CUST330,25,4,50,200,2023,9,18,0,0,200,False,False,False,True,False,False,False,0,16,0
331,2023-02-11,CUST331,28,3,30,90,2023,2,11,5,1,90,True,False,True,True,False,False,False,0,39,0
332,2023-04-06,CUST332,58,4,300,1200,2023,4,6,3,0,1200,True,False,True,False,False,True,False,0,32,0
333,2023-02-05,CUST333,54,4,300,1200,2023,2,5,6,1,1200,False,False,True,False,False,True,False,0,8,0
334,2023-11-01,CUST334,31,3,300,900,2023,11,1,2,0,900,True,False,True,False,True,False,False,1,38,0
335,2023-02-04,CUST335,47,4,30,120,2023,2,4,5,1,120,False,False,False,False,False,True,False,0,28,0
336,2023-12-12,CUST336,52,3,50,150,2023,12,12,1,0,150,False,False,False,False,False,True,False,1,25,0
337,2023-05-01,CUST337,38,1,500,500,2023,5,1,0,0,500,True,True,False,False,True,False,False,0,34,0
338,2023-07-26,CUST338,54,2,50,100,2023,7,26,2,0,100,True,False,False,False,False,True,False,0,24,0
339,2023-03-03,CUST339,22,2,25,50,2023,3,3,4,0,50,False,False,True,True,False,False,False,0,23,0
340,2023-10-19,CUST340,36,4,300,1200,2023,10,19,3,0,1200,False,True,False,False,True,False,False,1,12,0
341,2023-05-07,CUST341,31,4,50,200,2023,5,7,6,1,200,True,True,False,False,True,False,False,0,6,0
342,2023-10-24,CUST342,43,4,500,2000,2023,10,24,1,0,2000,False,True,False,False,True,False,False,1,35,1
343,2023-11-01,CUST343,21,2,25,50,2023,11,1,2,0,50,True,False,True,True,False,False,False,1,19,0
344,2023-01-21,CUST344,42,1,30,30,2023,1,21,5,1,30,False,False,False,False,True,False,False,0,0,0
345,2023-11-14,CUST345,62,1,30,30,2023,11,14,1,0,30,True,False,True,False,False,False,True,1,7,0
346,2023-02-11,CUST346,59,2,500,1000,2023,2,11,5,1,1000,True,True,False,False,False,True,False,0,15,0
347,2023-08-03,CUST347,42,1,25,25,2023,8,3,3,0,25,True,False,True,False,True,False,False,0,13,0
348,2023-12-03,CUST348,35,2,300,600,2023,12,3,6,1,600,False,False,True,False,True,False,False,1,11,0
349,2023-10-26,CUST349,57,1,50,50,2023,10,26,3,0,50,False,False,False,False,False,True,False,1,22,0
350,2023-10-17,CUST350,25,3,25,75,2023,10,17,1,0,75,True,False,False,True,False,False,False,1,14,0
351,2023-09-25,CUST351,56,3,30,90,2023,9,25,0,0,90,False,True,False,False,False,True,False,0,27,0
352,2023-06-11,CUST352,57,2,500,1000,2023,6,11,6,1,1000,True,False,True,False,False,True,False,0,33,0
353,2023-05-14,CUST353,31,1,500,500,2023,5,14,6,1,500,True,False,True,False,True,False,False,0,1,0
354,2023-04-15,CUST354,49,4,50,200,2023,4,15,5,1,200,False,False,False,False,False,True,False,0,31,0
355,2023-12-09,CUST355,55,1,500,500,2023,12,9,5,1,500,False,False,True,False,False,True,False,1,22,0
356,2023-06-10,CUST356,50,3,500,1500,2023,6,10,5,1,1500,True,False,True,False,False,True,False,0,21,0
357,2023-05-03,CUST357,40,3,25,75,2023,5,3,2,0,75,False,False,True,False,True,False,False,0,24,0
358,2023-05-16,CUST358,32,1,300,300,2023,5,16,1,0,300,False,False,False,False,True,False,False,0,21,0
359,2023-07-22,CUST359,50,1,50,50,2023,7,22,5,1,50,True,True,False,False,False,True,False,0,21,0
360,2023-03-09,CUST360,42,4,25,100,2023,3,9,3,0,100,True,True,False,False,True,False,False,0,5,0
361,2023-12-10,CUST361,34,4,300,1200,2023,12,10,6,1,1200,False,False,True,False,True,False,False,1,14,0
362,2023-11-27,CUST362,50,1,25,25,2023,11,27,0,0,25,True,True,False,False,False,True,False,1,36,0
363,2023-06-03,CUST363,64,1,25,25,2023,6,3,5,1,25,True,False,False,False,False,False,True,0,32,0
364,2023-08-23,CUST364,19,1,500,500,2023,8,23,2,0,500,False,False,False,True,False,False,False,0,7,0
365,2023-06-11,CUST365,31,1,300,300,2023,6,11,6,1,300,True,True,False,False,True,False,False,0,4,0
366,2023-02-07,CUST366,57,2,50,100,2023,2,7,1,0,100,True,True,False,False,False,True,False,0,38,0
367,2023-01-05,CUST367,57,1,50,50,2023,1,5,3,0,50,False,False,True,False,False,True,False,0,3,0
368,2023-08-23,CUST368,56,4,300,1200,2023,8,23,2,0,1200,False,True,False,False,False,True,False,0,5,0
369,2023-11-15,CUST369,23,3,500,1500,2023,11,15,2,0,1500,True,False,True,True,False,False,False,1,31,0
370,2023-10-16,CUST370,23,2,30,60,2023,10,16,0,0,60,True,False,True,True,False,False,False,1,29,0
371,2023-02-21,CUST371,20,1,25,25,2023,2,21,1,0,25,False,False,False,True,False,False,False,0,34,0
372,2023-02-07,CUST372,24,3,500,1500,2023,2,7,1,0,1500,False,False,False,True,False,False,False,0,39,0
373,2023-10-03,CUST373,25,2,300,600,2023,10,3,1,0,600,False,False,False,True,False,False,False,1,15,0
374,2023-04-20,CUST374,59,3,25,75,2023,4,20,3,0,75,False,False,False,False,False,True,False,0,12,0
375,2023-09-17,CUST375,32,1,50,50,2023,9,17,6,1,50,True,True,False,False,True,False,False,0,29,0
376,2023-05-16,CUST376,64,1,30,30,2023,5,16,1,0,30,False,False,False,False,False,False,True,0,18,0
377,2023-03-09,CUST377,46,4,50,200,2023,3,9,3,0,200,False,True,False,False,False,True,False,0,16,0
378,2023-06-28,CUST378,50,1,300,300,2023,6,28,2,0,300,True,False,False,False,False,True,False,0,18,0
379,2023-02-05,CUST379,47,1,25,25,2023,2,5,6,1,25,False,True,False,False,False,True,False,0,27,0
380,2023-05-06,CUST380,56,2,300,600,2023,5,6,5,1,600,True,False,True,False,False,True,False,0,25,0
381,2023-07-09,CUST381,44,4,25,100,2023,7,9,6,1,100,False,True,False,False,True,False,False,0,36,0
382,2023-05-26,CUST382,53,2,500,1000,2023,5,26,4,0,1000,False,True,False,False,False,True,False,0,25,0
383,2023-03-22,CUST383,46,3,30,90,2023,3,22,2,0,90,False,False,False,False,False,True,False,0,22,0
384,2023-08-13,CUST384,55,1,500,500,2023,8,13,6,1,500,True,True,False,False,False,True,False,0,8,0
385,2023-10-06,CUST385,50,3,500,1500,2023,10,6,4,0,1500,True,False,True,False,False,True,False,1,11,0
386,2023-12-27,CUST386,54,2,300,600,2023,12,27,2,0,600,False,False,True,False,False,True,False,1,0,0
387,2023-06-04,CUST387,44,1,30,30,2023,6,4,6,1,30,True,False,False,False,True,False,False,0,0,0
388,2023-11-10,CUST388,50,1,25,25,2023,11,10,4,0,25,True,False,True,False,False,True,False,1,33,0
389,2023-12-01,CUST389,21,2,25,50,2023,12,1,4,0,50,True,True,False,True,False,False,False,1,31,0
390,2023-09-28,CUST390,39,2,50,100,2023,9,28,3,0,100,True,False,True,False,True,False,False,0,24,0
391,2023-01-05,CUST391,19,2,25,50,2023,1,5,3,0,50,True,False,False,True,False,False,False,0,39,0
392,2023-12-08,CUST392,27,2,300,600,2023,12,8,4,0,600,True,True,False,True,False,False,False,1,0,0
393,2023-10-11,CUST393,22,2,500,1000,2023,10,11,2,0,1000,False,False,False,True,False,False,False,1,15,0
394,2023-06-03,CUST394,27,1,500,500,2023,6,3,5,1,500,False,True,False,True,False,False,False,0,38,0
395,2023-12-06,CUST395,50,2,500,1000,2023,12,6,2,0,1000,True,False,True,False,False,True,False,1,4,0
396,2023-02-23,CUST396,55,1,30,30,2023,2,23,3,0,30,False,False,False,False,False,True,False,0,21,0
397,2023-03-10,CUST397,30,1,25,25,2023,3,10,4,0,25,False,False,False,True,False,False,False,0,28,0
398,2023-05-16,CUST398,48,2,300,600,2023,5,16,1,0,600,False,True,False,False,False,True,False,0,2,0
